favorite_count,full_text,hashtags,retweet_count,year,party_id
5,"b""Thanks to the #Woodbridge Historical Association for preserving the township's history at the St. James Street Fair. https://t.co/qWwAIFxp0Q""",Woodbridge,1,2017,D
4023,"b'Happy #TaxDay to all the millionaires, billionaires and corporations enjoying the benefits of the Trump tax cuts. Sorry, everyone else!\nhttps://t.co/VXFZTUxfZR'",TaxDay,1662,2019,D
0,"b""RT @ToddGloria: Thanks @RepSusanDavis for launching #AIDSWalkSD. She's an advocate for NIH research that'll help us #BeTheGeneration. http:\xe2\x80\xa6""",AIDSWalkSD BeTheGeneration,5,2014,D
4,b'Great meeting with @aunaturalelife owner &amp; founder Ashley Prange --Discussing organic make up  #greenbaybiz http://t.co/WgCgPeOq3a',greenbaybiz,2,2015,R
7,b'Appreciate @SpeakerRyan &amp; House Chaplain Rev. Conroy taking time to talk w/ #NY04 Guest Chaplain Rev. Byrd today https://t.co/f9tGzZE1l2',NY04,2,2016,D
19,b'Loving questions today from #GA09 neighbors on political #civility. My take: We can say policies are bad w/o calling their proponents evil. https://t.co/N5XHNmd4I7',GA09 civility,5,2017,R
7,"b""Two county employees who are veterans, placing a wreath at today's #VeteransDay ceremony #slco #utpol #utahvets http://t.co/Om3FRTx3xx""",VeteransDay slco utpol utahvets,3,2014,D
9,"b""Appointed #EmergencyManagers failed #Flint. So I intro'd Emergency Fin. Manager Reform Act https://t.co/ZSEF7BFZFs https://t.co/GwHFuuBStM""",EmergencyManagers Flint,12,2016,D
8,"b""I recommitted to fighting for direct payments &amp; resources to everyday people in #FL26.\n\nAnd announced that I called on @GovRonDeSantis' office to have drive thru testing locations where we have 300k people living with pre-existing conditions &amp; vulnerable populations.""",FL26,1,2020,D
21,"b""The President's executive orders on #Immigration are the first steps down a dangerous path. Read my statement here: https://t.co/mLptrMMNYO""",Immigration,24,2017,D
3,"b""Enjoyed today's Aurora Chamber Coffee Connections. Congratulations to The Renaissance on 10 years in business! #NE03 https://t.co/O6LT9bTo3r""",NE03,1,2016,R
0,"b'While a step forward towards dismantling this onerous law, we know the fight is not over. https://t.co/ooWJpJQBq7 #Obamacare'",Obamacare,0,2016,R
12,"b""Check out the teaser for this Sunday's #DECLASSIFIED on @CNN at 9 p.m.! https://t.co/cj9E3cbQNz""",DECLASSIFIED,4,2019,R
11,"b'On #DayoftheGirl, proud to stand with strong young women like @IamAhmedmaryam to break the cycle of violence against girls. #IDG2017 https://t.co/NRns5xCBMl'",DayoftheGirl IDG2017,3,2017,D
22,"b""The hospitality, service, &amp; tourism industries have been hit particularly hard by #COVID19.\n\nThank you @VisitLoudoun for hosting today's webinar so that I could discuss provisions in the #CARESAct that will help #VA10 small businesses &amp; families to weather this crisis. https://t.co/u3gFAt0cSv""",COVID19 CARESAct VA10,6,2020,D
2,b'Artur Davis supporters are in Fox Hollow spreading the word about a #Montgomery that works for everyone.  Join us! http://t.co/v4uNZg7Yik',Montgomery,1,2015,D
14,"b'Trump promised 4 million tests a week in early March, today he celebrated 3.5 million tests.\n\nUntil we can rapidly test everyone, we can\xe2\x80\x99t safely lift restrictions that are working to stop the spread #COVID19. We can\xe2\x80\x99t ask any American to take that risk. https://t.co/OWA85JIGBf'",COVID19,7,2020,D
104,"b""#ICYMI: This May, President Trump signed into law Joe's bipartisan Right to Try legislation, which gives families the right to try and access potentially life-saving, clinically tested medical treatment before time runs out. Watch the video below to learn more: https://t.co/64u3CafNLe""",ICYMI,46,2018,D
1651,b'Time to settle this chicken sandwich debate. #PopeyesVsChickFilA https://t.co/q0ixNop9G4',PopeyesVsChickFilA,859,2019,R
0,"b""RT @WorkingFamilies: At today's event @RussFeingold and #WFP stand in solidarity for #Fightfor15 @WIwfp https://t.co/gQUXufgp2A""",WFP Fightfor15,10,2016,D
0,"b""8 days until student loan interest rates double. RT to tell the #GOP you can't afford to pay more. #DontDoubleMyRate http://t.co/15imw1kt""",GOP DontDoubleMyRate,14,2012,D
0,"b""RT @plough_shares: .@SenMarkey is live now at #Ploughshares Fund's Future of Nuclear Policy event in Washington, DC! https://t.co/tYDLbVGlM\xe2\x80\xa6""",Ploughshares,10,2018,D
19,"b'#OTD 76 years ago, allied troops landed on the shores of Normandy during WWII, for what would become one of the most momentous events in history. Memorials may look different this year, but I hope their bravery continues to inspire and encourage us to fight tyranny everywhere. https://t.co/DDmssN6Ydi'",OTD,6,2020,D
14,"b'Can\xe2\x80\x99t think of better way to spend #EarthDay2018 than on Ellington town green. Here with @earthlight_tech, a local solar installer that is saving the environment and creating jobs! https://t.co/BBQDbe6ogy'",EarthDay2018,6,2018,D
0,b'@Elliephant68 @FiveRights https://t.co/kceneeABut @TheWeek @womensmarch @MoveOn @thedailybeast #ReclaimingOurTime #MaxineWaters',ReclaimingOurTime MaxineWaters,0,2018,D
5,"b""Enjoying participating in @SteveScalise 's 2015 Energy Tour #OET2015 #AmericanEnergy http://t.co/OcrurnG6cs""",OET2015 AmericanEnergy,4,2015,R
24,"b'On #YomHashoah, Holocaust Remembrance Day, we remember and mourn the loss of 11 million people, including six million Jews. During these challenging times, we must rededicate ourselves to combating hatred, xenophobia &amp; violence, wherever &amp; whenever they occur.  #NeverAgain'",YomHashoah NeverAgain,5,2020,D
95,"b'Today, I am gratefully paying tribute to all our service men and women - and their families-who have paid the ultimate sacrifice in order to keep our nation great. #MemorialDay #utpol https://t.co/21FDEb7GrP'",MemorialDay utpol,28,2018,R
11,"b""I'm Chairing a @HouseScience hearing on the importance of #vaccines. As a doctor, this issue is deeply important to me. \n\nThe science is irrefutable: #VaccinesSaveLives. They are the safest and most effective tool we have for preventing infectious diseases.\n\nWatch below \xf0\x9f\x91\x80\xe2\xac\x87\xef\xb8\x8f https://t.co/VECo3qk6Me""",vaccines VaccinesSaveLives,3,2019,D
978,"b'#SESTA becoming law was a critical step forward in combating sex trafficking in America. As founder &amp; co-chair of the Senate Caucus to End Human Trafficking,  I will continue to fight alongside victims &amp; survivors until our work is done. https://t.co/zrkMQoF5Yl'",SESTA,218,2018,R
2071,"b""Wow, you'll probably want to know about the plan to take treatment coverage away from millions of Americans. #ProtectOurCare https://t.co/k9onwbM5QT""",ProtectOurCare,975,2017,D
27,b'Today\xe2\x80\x99s commitment from @GDElectricBoat - bolstered by important state aid - is a major win for #Connecticut jobs and national security. https://t.co/oTeQ0MRun2',Connecticut,10,2018,D
12,"b'On this Memorial Day, we join with veterans across our great state and nation to pause and remember those who fought with their very lives for our country\xe2\x80\x93\xe2\x80\x93for the sake of goodness, for the sake of justice, for the sake of the most vulnerable https://t.co/6Yfoik2GNb #MemorialDay'",MemorialDay,4,2020,R
2,b'Met w/ AAPI leaders including @APAICS Pres/CEO Floyd Mori &amp; @AAAJ_LA Pres/ED Stewart Kwoh at @JusticeConf! #AJC2016 https://t.co/xrBCIwpMU2',AJC2016,2,2016,D
7,b'The #SoFla delegation stands united to protect our communities and prevent gun violence. Thank you Rep. @MarioDB for your bipartisan support of #HR8.\n\nhttps://t.co/dvH98SDwYH',SoFla HR8,1,2019,D
9,b'Wishing all East Tennesseans a peaceful and prosperous 2019. Happy #NewYear! https://t.co/SOPr6jzZmB',NewYear,3,2019,R
0,"b'If you are sick, to keep from spreading respiratory illness like #coronavirus, you should:\n\n\xe2\x80\xa2 Stay home when you are sick.\n\xe2\x80\xa2 Cover your cough or sneeze with a tissue, then throw the\ntissue in the trash.\n\xe2\x80\xa2 Clean and disinfect frequently touched objects\nand surfaces.'",coronavirus,0,2020,D
8,"b""I look forward to @netanyahu's address to Congress on threats posed by a nuclear-armed Iran. America must show world we stand with #Israel""",Israel,12,2015,R
77,"b'On #OurGreatOutdoors I\xe2\x80\x99m joined by a very special guest \xe2\x80\x93 @olCal406, Director of Conservation for @MeateaterTV!\n \nWatch our discussion on how he got involved in conservation and how he hopes the Great American @OutdoorsAct will lead to more people enjoying the #GreatOutdoors. \xe2\xac\x87\xef\xb8\x8f https://t.co/oxYBd29oH6'",OurGreatOutdoors GreatOutdoors,23,,R
0,"b""RT @LSJNews: #LoveLansing pic of the week: http://t.co/TWue7XKXma More photos from Saturday's Car Capital Auto Show here: http://t.co/U3ppH\xe2\x80\xa6""",LoveLansing,1,2013,R
16,b'You can find a summary of our emergency #coronavirus #Appropriations Bill here: https://t.co/E2FJBDioeY',coronavirus Appropriations,11,2020,D
539,"b""The #TrumpShutdown is now halting air travel at some of our nation's busiest airports. Over the last 3 weeks, @HouseDemocrats have passed 10 bills to reopen the government and #EndTheShutdown. This irresponsible, reckless governing by @realDonaldTrump &amp; @SenMajLdr must stop now. https://t.co/KqUbAyPySy""",TrumpShutdown EndTheShutdown,257,2019,D
6,b'The United States cannot and should not isolate itself from our neighbors: https://t.co/SCliokOHdR #USCubaRelations https://t.co/TxhA8KK4af',USCubaRelations,5,2017,D
28,b'Excited to join my fellow women senators today as we begin the 113th #Congress. Women now represent 20% of the #Senate. http://t.co/MwrrteCR',Congress Senate,75,2013,D
38,b'I joined my colleagues to request the highest level of funding for #WV black lung clinics. READ @Register_Herald: https://t.co/rxXkpnLVOS',WV,5,2017,D
22,"b""On #libraryworkersday I'm grateful for the staff at @saclib and across the nation who provide hardworking Americans the resources to succeed https://t.co/k97i3eus26""",libraryworkersday,9,2017,D
3,"b""I'm proud to be leading the effort to bring the #DeltaQueen back to #Cincinnati. We're excited! http://t.co/gkE6GTBksy""",DeltaQueen Cincinnati,2,2013,R
1,b'@joewallin @wac6 I introduced similar amendment last congress in @FinancialCmte. Feel free to talk to me more about this! #acaangelsummit',acaangelsummit,0,2013,R
1,b'Teri &amp; I wish you &amp; yours a happy and safe new year! #welcometo2016',welcometo2016,1,2016,R
5,"b'#Indy500, tax reform &amp; much more in my latest #HoosierHighlights. See it here: https://t.co/XbTUMpHMAF https://t.co/6LbuKfhhJS'",Indy500 HoosierHighlights,2,2018,R
2,b'Heavy snow and winds throughout #IL13 today. Be sure to check road conditions before traveling. Stay safe! https://t.co/vpoUdZf3vR',IL13,1,2016,R
562,"b'Why are President Trump and Congressional Republicans in a hurry to weaken wildlife protections enshrined in the #EndangeredSpeciesAct? These successful programs need more resources, not rollbacks that impair conservation work. https://t.co/lEkVmpvUz0'",EndangeredSpeciesAct,389,2018,D
0,b'.@jahimes Glad you admit the #SocialSecurity trust fund lives on borrowed money',SocialSecurity,1,2013,R
1277,"b'On one of the most historically significant days for Sikhs all over the world, I\xe2\x80\x99d like to wish a Happy #Vaisakhi to everyone celebrating in the American Sikh community. https://t.co/S3JTqooZZN'",Vaisakhi,364,2018,D
6,"b'On #TBT throughout #BlackHistoryMonth, we\xe2\x80\x99re highlighting African American leaders in labor &amp; how unions have helped advance civil rights.'",TBT BlackHistoryMonth,1,2017,D
3,b'I\xe2\x80\x99m proud to stand with the 21 youth plaintiffs of Juliana v. United States today by submitting an amicus brief to the court. Our children deserve their day in court to fight for our climate and their futures! #youthvgov #IStandWithJuliana   https://t.co/hAERRjWyJm',youthvgov IStandWithJuliana,3,2020,D
19,"b'Last day in #Israel. Have meet w/ U.S Ambassador, Palestinian peace activists &amp; many more. Committed to standing w/ our ally in Congress. https://t.co/rvRlYScUC7'",Israel,2,2017,D
6,"b'\xe2\x80\x9cIn July 2018, the NFIB\xe2\x80\x99s Small Business Optimism Index marked its second highest level in the survey\xe2\x80\x99s 45-year history, at 107.9 \xe2\x80\x93 just shy of the July 1983 record-high of 108.\xe2\x80\x9d #BetterOffNow https://t.co/0qXx3cjwdR'",BetterOffNow,3,2018,R
1,b'#KavaNO https://t.co/EsDRU6dBbk',KavaNO,1,2018,D
251,b'While we are hearing reports power is back at #MDCbrooklyn we need to keep a close eye to ensure everything is working and proper protocols are followed and backup systems are in place. \n\nMy thanks again to all the NYers who made your voices heard.',MDCbrooklyn,53,2019,D
0,b'Call in to @KBBINews Coffee Talk. I am taking questions... In Homer and the southern Peninsula 235-7721... Statewide 1-800-979-5224 #Alaska',Alaska,0,2011,D
0,"b'As of Sept, more than 200 coal-based electric units are set to shut down due to #EPA #regulations. #WarOnCoal http://t.co/vpdWAc7m'",EPA regulations WarOnCoal,0,2012,R
3,"b'Substitute Obama for Trump &amp; Hollywood, NBA would boycott Hawaii-  Cafe bans Trump voters | Fox News #liberalhate    https://t.co/K4VY5oZkQJ'",liberalhate,1,2016,R
55,b'Ready to go live at the #CongressionalBaseballGame w/ @OutFrontCNN @ErinBurnett tune in! https://t.co/JwPtt0Kkcz',CongressionalBaseballGame,7,2017,R
79,b'We in the House are fighting to lower the cost of health care for the American people. They deserve a #BetterWay. https://t.co/6RXkH5VfK8',BetterWay,48,2016,R
0,"b""RT @HouseSmallBiz: PASSED \xe2\x9c\x85 America's small businesses deserve a #BetterWay. https://t.co/CfFsCOoCk6""",BetterWay,17,2016,R
21,b'#WeWillGetThroughThis',WeWillGetThroughThis,4,2020,R
239,"b""Doctors should be able to talk freely with their patients about all their options \xe2\x80\x93 not just what politicians deem acceptable. Trump's domestic gag rule will hurt patients across the country \xe2\x80\x93 we can't let it stand. #TitleX #NoGagRule https://t.co/LDl7gWLxVp""",TitleX NoGagRule,107,2019,D
0,"b'This #NationalHealthCenterWeek, thanks @FamilyHealthLou &amp; Park DuValle CHC for care they provide 50,000+ underserved Louisvillians every yr.'",NationalHealthCenterWeek,2,2014,D
0,b'@OutsideMid @TBeissel8 @SWE_Explorers @FCMSBobcats @FortBendISD @CourtneyMuceus I would have voted NO b/c there is NO crisis at USPS. Surely you aren\xe2\x80\x99t defending #SpeakerPelosi scheduling a Saturday vote TWO DAYS B/4 US POSTMASTER GENERAL testified b/4 House Dems there are NO problems voting by mail. The truth hurts! House Dems are all politics - 24/7/365.',SpeakerPelosi,0,,R
